,src,trg,P1,P5,P10,MRR,MAP,method,src,trg,pearson,spearman,neighbor,spect_cond,eff_spect_cond,svg,laplacian,bhattacharyya,jsd,token_overlap,lang_pair,corpus,src_tokens,trg_tokens,token_min,src_vocab,trg_vocab,family_distance,syntax_distance,geo_distance
39,el,tr,0.379,0.605,0.672,0.4788883612274972,0.4341915405710953,vecmap_s,el,tr,0.5508,0.4632,0.3728,22.593000000000004,14.9987,1.7468,1288.6,0.19452531409207666,0.4031643523973967,0.07701299790091097,el-tr,comparable,32228645,19586294,19586294,188318,181825,11.0,20.666800000000002,0.0010946799802611373
40,en,cs,0.564128256513026,0.7705410821643287,0.8166332665330661,0.6570313607543489,0.5841139781906386,vecmap_s,en,cs,0.5165,0.4524,0.3931,19.4605,13.3501,0.1128,1226.4,0.1697695418153876,0.3748268834604577,0.12886352320860298,cs-en,comparable,295991202,98609770,98609770,594290,529433,13.0,12.1665,0.0028523539605421755
41,en,da,0.6066066066066066,0.7747747747747747,0.8298298298298298,0.6844423007856529,0.6014332536294414,vecmap_s,en,da,0.5196,0.4677,0.3705,20.3268,13.2352,0.848,1185.2,0.12916745104693955,0.3346782462719429,0.1225878492759742,da-en,comparable,213742576,48835398,48835398,443580,266130,9.0,7.666599999999999,0.0010526867656061034
42,en,de,0.718052738336714,0.8539553752535497,0.8823529411764706,0.779679826591642,0.7112762150574125,vecmap_s,en,de,0.597,0.5402,0.3595,21.2453,14.1237,1.2068,1157.6,0.1705126233192342,0.3761202283429821,0.13685474976707732,de-en,comparable,751512779,575520225,575520225,1232267,1767471,7.0,6.0,0.002357720030083721
43,en,el,0.4949899799599198,0.718436873747495,0.7775551102204409,0.5934983449426363,0.5245308225629357,vecmap_s,en,el,0.5072,0.4522,0.3545,19.5595,13.7291,0.7332,1194.6,0.11886648387230192,0.3242968574858365,0.10657387880587356,el-en,comparable,144461765,56795669,56795669,345115,278334,12.0,8.5001,0.010450901080275576
44,en,es,0.7781124497991968,0.8875502008032129,0.9106425702811244,0.8267102428037442,0.7366787857490199,vecmap_s,en,es,0.6571,0.6117,0.4522,19.5223,13.4627,0.0536,1080.8,0.11526356925547905,0.3170792681494197,0.19462907648961544,en-es,comparable,682019673,472142833,472142833,1120214,871965,19.0,4.3334,0.0040721268097998475
45,en,fi,0.4524524524524525,0.6806806806806807,0.7457457457457457,0.555213799949577,0.4912668507207099,vecmap_s,en,fi,0.4353,0.3646,0.35200000000000004,20.7751,14.0436,1.0562,1277.0,0.2562524134174238,0.43929364486758815,0.08782181361940654,en-fi,comparable,347049418,67824512,67824512,636487,571278,12.0,11.9999,0.00812666073783419
46,en,hu,0.4944944944944945,0.7067067067067067,0.7787787787787788,0.5959507493827276,0.5152942111104559,vecmap_s,en,hu,0.4881,0.43200000000000005,0.3782,20.7408,13.547,0.3014,1263.8,0.1652019956756761,0.3759441766992656,0.1204310188268055,en-hu,comparable,255198347,101444403,101444403,562028,635089,10.0,12.6666,0.005443435436380595
47,en,no,0.644,0.8140000000000001,0.8540000000000001,0.7193854621401485,0.6384391520046648,vecmap_s,en,no,0.569,0.5187,0.3985,21.1214,14.2237,1.0826,1185.6,0.1468367253854854,0.35575505237009497,0.14309934245726186,en-no,comparable,319220254,87180652,87180652,626870,416687,8.0,6.6666,0.002211662711917417
48,en,ro,0.624,0.8109999999999999,0.855,0.712661934313363,0.6408457325579594,vecmap_s,en,ro,0.5754,0.5274,0.4298,18.9797,13.7179,0.1093,1178.8,0.12583988709121058,0.3314378655657847,0.1752570775521046,en-ro,comparable,211402157,64023756,64023756,498145,291935,15.0,9.833300000000001,0.007818083535043985
49,en,tr,0.5386158475426279,0.7101303911735206,0.7622868605817452,0.619587436722725,0.5473690072705268,vecmap_s,en,tr,0.4803,0.426,0.3746,20.771,13.1538,0.2031,1223.6,0.17909639127074067,0.3881255037880553,0.13313207228595214,en-tr,comparable,262530611,56356406,56356406,527869,369549,15.0,22.1665,0.01753685309773001
50,es,cs,0.5770000000000001,0.797,0.846,0.6759247130359852,0.6128307775963051,vecmap_s,es,cs,0.5562,0.4845,0.44,19.7278,13.537,0.193,1193.2,0.1186034292412946,0.3242497285484128,0.1274892630371842,cs-es,comparable,152975533,73780839,73780839,383344,434588,16.0,11.8333,0.005613132520183695
51,es,da,0.623,0.8059999999999999,0.8440000000000001,0.7063380460502255,0.6388220906694739,vecmap_s,es,da,0.5484,0.4929,0.4078,19.7124,13.5107,0.5907,1208.4,0.12685120638458136,0.3337410750893582,0.1216231556724498,da-es,comparable,115262303,36581715,36581715,307352,214764,16.0,9.0,0.00657212834125831
52,es,de,0.6850551654964895,0.8665997993981945,0.9067201604814444,0.7670917700227359,0.6997493711119251,vecmap_s,es,de,0.5932,0.5405,0.3869,21.8027,14.2748,1.2032,1163.6,0.12752883246249147,0.3347617112160236,0.12177077611217665,de-es,comparable,295478633,335856992,295478633,630411,1214311,16.0,8.0,0.004134973629210892
53,es,el,0.602,0.81,0.856,0.6981261119850514,0.6372426132350245,vecmap_s,es,el,0.5849,0.5346,0.4552,19.4332,13.8883,1.3194,1214.4,0.09569618562771832,0.2941025162444928,0.104409359305922,el-es,comparable,87300155,44638579,44638579,255836,234214,15.0,5.8332999999999995,0.009697660009516662
54,es,en,0.7995991983967936,0.9078156312625252,0.933867735470942,0.8466393670105615,0.7808788840440039,vecmap_s,es,en,0.6419,0.5997,0.4092,19.5223,13.4627,0.0536,1072.0,0.1255837558473571,0.3311376039317575,0.19462907648961544,en-es,comparable,472142833,682019673,472142833,871965,1120214,19.0,4.3334,0.0040721268097998475
55,es,fi,0.495,0.732,0.7929999999999999,0.5979896887472688,0.5394920570005844,vecmap_s,es,fi,0.5425,0.4725,0.4073,20.3824,13.7233,0.7191,1188.6,0.1576931283535121,0.3687345998017134,0.08660239386013133,es-fi,comparable,174595548,48991352,48991352,411241,450339,15.0,11.6667,0.02062939183156476
56,es,hu,0.511,0.755,0.809,0.6198316820835706,0.5599488218125974,vecmap_s,es,hu,0.51,0.4504,0.4105,20.1362,13.61,0.385,1230.4,0.17463962521992588,0.3861206864271803,0.11112958529541217,es-hu,comparable,145866834,77100107,77100107,378354,519106,13.0,12.333400000000001,0.0068003749547639325
57,es,no,0.632,0.8140000000000001,0.86,0.7143842919008371,0.6660055538218067,vecmap_s,es,no,0.6064,0.542,0.447,20.9687,13.439,0.7865,1137.0,0.1417937512860897,0.3520010996498193,0.13602093023064,es-no,comparable,153479618,58584805,58584805,381291,305906,15.0,9.0,0.010938263535687609
58,es,ro,0.711,0.887,0.917,0.7926074775565563,0.7407483827803212,vecmap_s,es,ro,0.6665,0.6132,0.4909,20.0489,13.6093,0.1307,1076.4,0.10693895383591233,0.3091111228561875,0.16911188651376194,es-ro,comparable,117663938,47681053,47681053,325245,233126,8.0,6.1667,0.009434938171090756
59,es,tr,0.49700000000000005,0.705,0.777,0.5948384775158911,0.5323094372445135,vecmap_s,es,tr,0.5637,0.4864,0.4223,19.4537,13.4053,0.127,1172.6,0.16036673918750885,0.37107342190489495,0.1227901194806602,es-tr,comparable,139610189,40720307,40720307,347755,298578,18.0,23.8333,0.016751059874741347
60,fi,cs,0.489,0.6990000000000001,0.754,0.5839259856717702,0.5311871998067057,vecmap_s,fi,cs,0.5908,0.5065,0.3921,22.7972,13.8697,0.2564,1205.8,0.15788272230485506,0.3671332911008203,0.07272832068225593,cs-fi,comparable,34628533,54950071,34628533,348967,358010,9.0,8.166599999999999,0.0064664604289256244
61,fi,da,0.518,0.732,0.7859999999999999,0.612261021884105,0.5719635325965038,vecmap_s,fi,da,0.5301,0.4609,0.4069,22.861,14.4069,0.529,1243.6,0.15219205121089238,0.3618725866273816,0.07273957143157556,da-fi,comparable,28679296,30915037,28679296,302936,189610,9.0,7.3332999999999995,0.004173379460056026
62,fi,de,0.5731462925851704,0.7565130260521042,0.8036072144288577,0.654528320557734,0.6134030602904457,vecmap_s,fi,de,0.5042,0.4419,0.3676,22.4733,14.9715,0.3599,1207.8,0.15424297282031935,0.362682480258284,0.06501384510412833,de-fi,comparable,53787974,203150161,53787974,482829,808024,9.0,11.3333,0.007882710405959115
63,fi,el,0.425,0.6454545454545455,0.7102272727272727,0.5262091056555445,0.4761505738901916,vecmap_s,fi,el,0.5113,0.4395,0.3693,25.6601,15.6039,1.5197,1291.0,0.16111090950754672,0.3708231150854903,0.05565855391974854,el-fi,comparable,19716835,36181225,19716835,227673,204617,8.0,9.833400000000001,0.012748135735179744
64,fi,en,0.5765765765765766,0.7397397397397397,0.7837837837837838,0.6521097379593543,0.6239952016354451,vecmap_s,fi,en,0.40399999999999997,0.3522,0.3213,20.7751,14.0436,1.0562,1288.6,0.2318969293334298,0.42203985476790107,0.08782181361940654,en-fi,comparable,67824512,347049418,67824512,571278,636487,12.0,11.9999,0.00812666073783419
65,fi,es,0.596,0.7809999999999999,0.8240000000000001,0.6798147736254136,0.6367463906859421,vecmap_s,fi,es,0.523,0.4558,0.382,20.3824,13.7233,0.7191,1187.4,0.15383275613362016,0.36537432234662826,0.08660239386013133,es-fi,comparable,48991352,174595548,48991352,450339,411241,15.0,11.6667,0.02062939183156476
66,fi,hu,0.4934934934934935,0.6806806806806807,0.7447447447447447,0.5803941207007816,0.5179501768615699,vecmap_s,fi,hu,0.634,0.5356,0.3899,21.1597,14.0028,0.6781,1155.0,0.16733221896046507,0.37661509980023294,0.06084543808602499,fi-hu,comparable,30217240,57260363,30217240,313632,420054,2.0,5.6667,0.00840025238730957
67,fi,no,0.5,0.7120000000000001,0.775,0.5989298630621587,0.5543190916711028,vecmap_s,fi,no,0.5514,0.4743,0.3947,21.2763,14.3125,0.4288,1253.2,0.15994880708614248,0.3690471484813623,0.08012978837561227,fi-no,comparable,37121867,47443727,37121867,365314,260481,8.0,8.3333,0.0019125404563407056
68,fi,ro,0.43543543543543545,0.6326326326326326,0.6836836836836837,0.5242241931894253,0.4834179565057321,vecmap_s,fi,ro,0.5361,0.4497,0.3505,21.8766,14.2261,0.5589999999999999,1222.0,0.14003287397037706,0.3486404470441338,0.07988707408288932,fi-ro,comparable,24856741,35483919,24856741,272829,192775,11.0,11.166599999999999,0.008616631697880739
69,fi,tr,0.4168336673346693,0.6192384769539078,0.6733466933867736,0.5096345642188364,0.4596594845297491,vecmap_s,fi,tr,0.6394,0.5236,0.3916,21.5124,14.0563,0.8504,1250.2,0.1998196998474865,0.4058431803302013,0.07019080155601175,fi-tr,comparable,29841984,30542496,29841984,311067,245834,9.0,14.166599999999999,0.016043523506876323
70,hu,cs,0.534,0.7390000000000001,0.792,0.6294795819074536,0.5675313800970092,vecmap_s,hu,cs,0.603,0.5117,0.4219,19.9378,13.6974,0.278,1241.0,0.15867448620520774,0.3689545331766487,0.08611547409864102,cs-hu,comparable,58412402,51248955,51248955,428382,345265,7.0,13.166699999999999,0.00046620731997615295
71,hu,da,0.4784784784784785,0.7057057057057057,0.7657657657657657,0.5820524663895993,0.5383590980651481,vecmap_s,hu,da,0.5464,0.4818,0.4144,21.1677,14.2745,1.4539,1226.4,0.15979492179518553,0.3705801495691549,0.07350568174573603,da-hu,comparable,42341120,24388154,24388154,338131,160709,7.0,10.0,0.002711011169801547
72,hu,de,0.5545545545545546,0.7447447447447447,0.7937937937937938,0.6380979868344331,0.5953475199597889,vecmap_s,hu,de,0.4718,0.4251,0.3613,21.808000000000003,14.9376,1.6267,1198.8,0.17733650550177138,0.3871178847667828,0.08647339352570761,de-hu,comparable,82774636,182809021,82774636,552086,796375,7.0,9.3332,0.0006828936946335906
73,hu,el,0.41200000000000003,0.636,0.693,0.5120135497391579,0.4707111854536529,vecmap_s,hu,el,0.5377,0.4685,0.3713,22.1904,14.7161,2.1941,1298.0,0.1860249815384282,0.39622234282961377,0.0611033219892807,el-hu,comparable,32688456,30179647,30179647,278361,179766,6.0,9.8335,0.0009037436319473402
74,hu,en,0.561122244488978,0.7354709418837675,0.7805611222444889,0.6393776737929496,0.6034573856414057,vecmap_s,hu,en,0.4611,0.4155,0.3435,20.7408,13.547,0.3014,1225.8,0.1668903011424374,0.37807969528027424,0.1204310188268055,en-hu,comparable,101444403,255198347,101444403,635089,562028,10.0,12.6666,0.005443435436380595
75,hu,es,0.5775775775775776,0.7697697697697697,0.8168168168168168,0.664562980800986,0.6225320936004574,vecmap_s,hu,es,0.5156,0.4446,0.3888,20.1362,13.61,0.385,1184.2,0.16043285071577834,0.3725890280963787,0.11112958529541217,es-hu,comparable,77100107,145866834,77100107,519106,378354,13.0,12.333400000000001,0.0068003749547639325
76,hu,fi,0.45899999999999996,0.6629999999999999,0.7240000000000001,0.5524674539801647,0.4927157373788439,vecmap_s,hu,fi,0.5988,0.5064,0.3941,21.1597,14.0028,0.6781,1244.6,0.1646335204143336,0.3736064491926908,0.06084545240033867,fi-hu,comparable,57260363,30217240,30217240,420054,313632,2.0,5.6667,0.00840025238730957
77,hu,no,0.47,0.691,0.753,0.5749527503729981,0.5310701550774288,vecmap_s,hu,no,0.6021,0.515,0.4087,21.1568,14.0267,0.9526,1166.4,0.16763182332214654,0.3775552674396117,0.08458947556746704,hu-no,comparable,51511229,35903937,35903937,387922,213209,6.0,11.0,0.005232017331025518
78,hu,ro,0.4146586345381526,0.643574297188755,0.7148594377510041,0.522426961505542,0.4806824263838202,vecmap_s,hu,ro,0.581,0.4912,0.3897,20.2704,14.0094,0.4592,1212.2,0.18115721645796629,0.3910225821658067,0.1085898722418005,hu-ro,comparable,51038121,37933943,37933943,384568,199995,9.0,13.1667,0.00026291443632942
79,hu,tr,0.4272818455366098,0.6148445336008024,0.6710130391173521,0.5169433711028765,0.4749722537579834,vecmap_s,hu,tr,0.6387,0.5227,0.3823,20.5727,14.1426,0.0644,1275.2,0.1763007327329956,0.3841372179883489,0.07843650862947117,hu-tr,comparable,47137289,25987678,25987678,363121,221648,7.0,11.4999,0.003638230390932584
80,no,cs,0.511,0.765,0.81,0.6231205134315757,0.5703076565721343,vecmap_s,no,cs,0.5655,0.488,0.4467,20.7962,14.0442,0.3931,1234.8,0.14620103280682348,0.35564695036639016,0.10361484258994744,cs-no,comparable,40639769,49257508,40639769,232901,331602,9.0,8.4999,0.002877186672144094
