,src,trg,P1,P5,P10,MRR,MAP,method,src,trg,pearson,spearman,neighbor,spect_cond,eff_spect_cond,svg,laplacian,bhattacharyya,jsd,token_overlap,lang_pair,corpus,src_tokens,trg_tokens,token_min,src_vocab,trg_vocab,family_distance,syntax_distance,geo_distance
30,el,cs,0.4738955823293173,0.7088353413654619,0.7740963855421686,0.5790030283156543,0.5283889871266313,vecmap_s,el,cs,0.4714,0.4577,0.1174,2086.462,23.1961,5.1407,1620.6,0.14387457229282455,0.3524223158448148,0.05794291008537623,cs-el,domain,70194124,132763620,70194124,338996,675979,9.0,12.0,0.002655838751112971
31,el,da,0.5155155155155156,0.7287287287287287,0.7837837837837838,0.6139408378365677,0.5671917380366667,vecmap_s,el,da,0.4107,0.3977,0.0965,2135.9097,23.9627,36.0997,1650.4,0.15444373954725918,0.3641005290296873,0.06566844002956418,da-el,domain,70194124,66676633,66676633,338996,350829,9.0,9.1667,0.0066595987132680445
32,el,de,0.5105315947843531,0.7372116349047142,0.794383149448345,0.6134100396156421,0.5624354685381243,vecmap_s,el,de,0.4272,0.4147,0.0899,1588.4724,24.1815,62.0523,1665.8,0.14206941238331708,0.3516913944632759,0.025531087521176082,de-el,domain,70194124,913428282,70194124,338996,2581534,9.0,8.1667,0.0029765391761000792
33,el,en,0.4673366834170855,0.6572864321608041,0.7155778894472362,0.5523136495991634,0.5065144478626243,vecmap_s,el,en,0.5802,0.5453,0.2624,23.2836,14.4769,12.2228,1330.6,0.1548995280509087,0.3651720347541909,0.025135180491292,el-en,domain,70194124,2319483831,70194124,338996,11425826,12.0,8.5001,0.010450901080275576
34,el,es,0.6342685370741483,0.7965931863727455,0.8376753507014028,0.7106835992792858,0.6602083780397712,vecmap_s,el,es,0.5784,0.5556,0.1778,564.59,24.0753,98.2024,1392.6,0.12103752611561762,0.3276459022448089,0.045019514809031935,el-es,domain,70194124,692375637,70194124,338996,1429514,15.0,5.8332999999999995,0.009697660009516662
35,el,fi,0.4504881450488145,0.6555090655509066,0.7266387726638772,0.5434281721336515,0.4890394072098558,vecmap_s,el,fi,0.4074,0.3952,0.0801,2844.6892,24.9617,56.281000000000006,1736.0,0.18814554218426824,0.39665351350304334,0.04193243496337889,el-fi,domain,70194124,102487802,70194124,338996,786031,8.0,9.833400000000001,0.012748135735179744
36,el,hu,0.3833833833833834,0.6356356356356356,0.7077077077077077,0.4994819002123629,0.4530744728996832,vecmap_s,el,hu,0.44,0.4228,0.1088,2083.7637,26.5286,17.4047,1662.2,0.2108949439211235,0.4171794451171443,0.0439665957293021,el-hu,domain,70194124,153998201,70194124,338996,877552,6.0,9.8335,0.0009037436319473402
37,el,no,0.5335335335335335,0.7557557557557557,0.8108108108108109,0.6353372649257367,0.5913506353381321,vecmap_s,el,no,0.45299999999999996,0.4404,0.0919,1870.4442,23.5519,33.4829,1548.0,0.17437270918699005,0.38370612086953215,0.06016228564985333,el-no,domain,70194124,125111145,70194124,338996,558347,8.0,9.1667,0.01006067870328986
38,el,ro,0.5835835835835835,0.7957957957957958,0.8298298298298298,0.679886349213364,0.6215763025335601,vecmap_s,el,ro,0.5193,0.5043,0.16399999999999998,1147.1706,23.4688,63.9656,1429.8,0.14493142405025392,0.3541214901485934,0.07733792532100102,el-ro,domain,70194124,88772650,70194124,338996,383394,11.0,5.6668,0.0004356973959999122
39,el,tr,0.408,0.619,0.687,0.5049759610975071,0.4597290347741704,vecmap_s,el,tr,0.4459,0.4289,0.1252,2162.2221,25.9403,3.926,1681.4,0.2140823014412636,0.4201957225367122,0.06499992940782577,el-tr,domain,70194124,78212294,70194124,338996,464872,11.0,20.666800000000002,0.0010946799802611373
40,en,cs,0.4678068410462777,0.710261569416499,0.7645875251509054,0.5759451969630184,0.5089520348761118,vecmap_s,en,cs,0.5896,0.5493,0.313,31.9794,15.9855,33.4078,1378.2,0.20226488689510988,0.4049710438262721,0.051688660124644716,cs-en,domain,2319483831,132763620,132763620,11425826,675979,13.0,12.1665,0.0028523539605421755
41,en,da,0.4994974874371859,0.6854271356783921,0.7487437185929648,0.588113338827254,0.5155473208609583,vecmap_s,en,da,0.6579999999999999,0.623,0.3488,35.4434,16.2376,18.5356,1370.6,0.16901924944519262,0.3759462751045598,0.03444472939666589,da-en,domain,2319483831,66676633,66676633,11425826,350829,9.0,7.666599999999999,0.0010526867656061034
42,en,de,0.6362683438155137,0.810272536687631,0.8542976939203354,0.7157294786140536,0.6538701615323452,vecmap_s,en,de,0.6655,0.6109,0.3712,20.4617,13.5455,1.3305,1287.2,0.2170426750139576,0.4162453883510801,0.09460673874152699,de-en,domain,2319483831,913428282,913428282,11425826,2581534,7.0,6.0,0.002357720030083721
43,en,el,0.44332998996990974,0.6659979939819458,0.7271815446339017,0.5434406482845368,0.4732996461630069,vecmap_s,en,el,0.6025,0.5561,0.3037,23.2836,14.4769,12.2228,1352.0,0.1573770620203259,0.3673637238291864,0.02513518170864565,el-en,domain,2319483831,70194124,70194124,11425826,338996,12.0,8.5001,0.010450901080275576
44,en,es,0.7193158953722334,0.8651911468812877,0.8943661971830986,0.7848942666797412,0.6923766741400496,vecmap_s,en,es,0.7356,0.6766,0.4959,17.6068,12.1575,0.1162,1131.6,0.14793993886580062,0.3548885501436353,0.12012121904332262,en-es,domain,2319483831,692375637,692375637,11425826,1429514,19.0,4.3334,0.0040721268097998475
45,en,fi,0.4024024024024024,0.6406406406406406,0.7237237237237237,0.5137972164681159,0.4493107762820009,vecmap_s,en,fi,0.4975,0.4631,0.2144,79.5192,19.1218,281.7141,1484.2,0.2959647312893722,0.4673381581259185,0.03750156735685789,en-fi,domain,2319483831,102487802,102487802,11425826,786031,12.0,11.9999,0.00812666073783419
46,en,hu,0.4221105527638191,0.6562814070351759,0.7206030150753768,0.5286840622114319,0.458271158048472,vecmap_s,en,hu,0.6065,0.557,0.3137,36.5799,16.724,43.7318,1304.4,0.2022991861264373,0.4104365810677768,0.0503810040670299,en-hu,domain,2319483831,153998201,153998201,11425826,877552,10.0,12.6666,0.005443435436380595
47,en,no,0.5645645645645646,0.7497497497497497,0.8038038038038038,0.6498111729147402,0.5727281857722956,vecmap_s,en,no,0.6742,0.6268,0.4205,23.4543,14.4221,5.6211,1219.6,0.1842812419049777,0.3922477213001237,0.05304338026907148,en-no,domain,2319483831,125111145,125111145,11425826,558347,8.0,6.6666,0.002211662711917417
48,en,ro,0.5420841683366734,0.751503006012024,0.8056112224448898,0.6378274398764596,0.5703495168234419,vecmap_s,en,ro,0.6752,0.6316,0.4808,19.6243,13.4806,0.6455,1230.6,0.17752999841802655,0.3835802708095917,0.05090782121201104,en-ro,domain,2319483831,88772650,88772650,11425826,383394,15.0,9.833300000000001,0.007818083535043985
49,en,tr,0.4582914572864322,0.6512562814070352,0.7055276381909548,0.5490455099613039,0.48225405108967895,vecmap_s,en,tr,0.5895,0.5463,0.3343,34.0636,16.1941,17.4304,1405.2,0.2235084016657877,0.42572703414231705,0.04231909584506461,en-tr,domain,2319483831,78212294,78212294,11425826,464872,15.0,22.1665,0.01753685309773001
50,es,cs,0.564128256513026,0.7865731462925851,0.8346693386773547,0.6605606562551063,0.5936561425163163,vecmap_s,es,cs,0.5748,0.5415,0.1994,536.7838,24.3029,110.7605,1526.2,0.1423232239852955,0.3515332495357542,0.08440546574600863,cs-es,domain,692375637,132763620,132763620,1429514,675979,16.0,11.8333,0.005613132520183695
51,es,da,0.5801603206412825,0.7805611222444889,0.8256513026052105,0.670634419056294,0.6082796418499388,vecmap_s,es,da,0.5635,0.5431,0.2155,689.8245,23.9235,16.2903,1504.6,0.1644641745461057,0.3735916838720504,0.056072188475802615,da-es,domain,692375637,66676633,66676633,1429514,350829,16.0,9.0,0.00657212834125831
52,es,de,0.6633165829145728,0.8572864321608041,0.8964824120603015,0.7503675216486295,0.6846801915986046,vecmap_s,es,de,0.609,0.5611,0.2705,74.1968,18.8409,16.0705,1395.0,0.1711808998987034,0.3799453010226347,0.08725806239916163,de-es,domain,692375637,913428282,692375637,1429514,2581534,16.0,8.0,0.004134973629210892
53,es,el,0.6044176706827309,0.8142570281124498,0.8594377510040161,0.6964904871279292,0.630561461559401,vecmap_s,es,el,0.5713,0.5589,0.1757,564.59,24.0753,98.2024,1327.2,0.12307277378284184,0.3297436696457912,0.0450195191400515,el-es,domain,692375637,70194124,70194124,1429514,338996,15.0,5.8332999999999995,0.009697660009516662
54,es,en,0.7572718154463391,0.8756268806419257,0.9117352056168504,0.8107755959805718,0.7463947616562228,vecmap_s,es,en,0.6825,0.6289,0.4656,17.6068,12.1575,0.1162,1161.2,0.1539502614450602,0.3622938288658224,0.12012121904332262,en-es,domain,692375637,2319483831,692375637,1429514,11425826,19.0,4.3334,0.0040721268097998475
55,es,fi,0.4949899799599198,0.7144288577154309,0.7725450901803608,0.5965826554818795,0.5351984090474065,vecmap_s,es,fi,0.5838,0.5377,0.2078,837.2402,25.7186,286.1173,1426.2,0.19665405724548254,0.4046490517832734,0.0553998824879544,es-fi,domain,692375637,102487802,102487802,1429514,786031,15.0,11.6667,0.02062939183156476
56,es,hu,0.523,0.745,0.818,0.6228898949622783,0.5648586886466958,vecmap_s,es,hu,0.6033,0.5598,0.2205,632.1962,24.8585,120.3671,1492.0,0.19484374550873176,0.4045278416524347,0.07179298777764917,es-hu,domain,692375637,153998201,153998201,1429514,877552,13.0,12.333400000000001,0.0068003749547639325
57,es,no,0.599,0.797,0.8440000000000001,0.6876107067570592,0.6390467611036504,vecmap_s,es,no,0.6214,0.5904,0.2797,355.0623,23.7619,21.1474,1364.8,0.17648965143553225,0.3869300607761156,0.07707876384985503,es-no,domain,692375637,125111145,125111145,1429514,558347,15.0,9.0,0.010938263535687609
58,es,ro,0.6863727454909819,0.8607214428857716,0.9028056112224448,0.763622344737184,0.7137141967588008,vecmap_s,es,ro,0.6948,0.6583,0.3229,249.2974,22.4509,0.6746,1279.8,0.13793094486548524,0.34545419913306136,0.09122562410217072,es-ro,domain,692375637,88772650,88772650,1429514,383394,8.0,6.1667,0.009434938171090756
59,es,tr,0.48700000000000004,0.69,0.7609999999999999,0.5807856793134296,0.5207627260827468,vecmap_s,es,tr,0.6077,0.5635,0.2401,745.2047,25.9484,52.0432,1469.0,0.18828106762247535,0.3975642429550422,0.06759591078869963,es-tr,domain,692375637,78212294,78212294,1429514,464872,18.0,23.8333,0.016751059874741347
60,fi,cs,0.49700000000000005,0.7190000000000001,0.77,0.5953078520509834,0.5438517185219358,vecmap_s,fi,cs,0.484,0.4634,0.1397,2029.7182,25.1104,58.07899999999999,1625.0,0.18035349783283497,0.3892270886107101,0.05868273852696295,cs-fi,domain,102487802,132763620,102487802,786031,675979,9.0,8.166599999999999,0.0064664604289256244
61,fi,da,0.5365365365365365,0.7487487487487487,0.8038038038038038,0.6302102861674992,0.5871297987854376,vecmap_s,fi,da,0.5058,0.495,0.1478,2210.0395,27.0752,153.237,1657.4,0.18427859254626847,0.3911931898277657,0.056378651736334974,da-fi,domain,102487802,66676633,66676633,786031,350829,9.0,7.3332999999999995,0.004173379460056026
62,fi,de,0.5582329317269076,0.7439759036144579,0.7931726907630522,0.6419266740835661,0.6016431243023547,vecmap_s,fi,de,0.5584,0.5281,0.1933,1139.414,25.2569,214.3998,1542.8,0.18247612583693198,0.3903582769065686,0.0374992905093369,de-fi,domain,102487802,913428282,102487802,786031,2581534,9.0,11.3333,0.007882710405959115
63,fi,el,0.499429874572406,0.7149372862029647,0.7696693272519954,0.5968831913519664,0.5486406687677274,vecmap_s,fi,el,0.4025,0.3887,0.0787,2844.6921,24.9617,56.2809,1632.2,0.1907003315623244,0.39893977146079257,0.04193243496337889,el-fi,domain,102487802,70194124,70194124,786031,338996,8.0,9.833400000000001,0.012748135735179744
64,fi,en,0.5220440881763527,0.7054108216432866,0.7705410821643287,0.6071802061506097,0.5832344235649461,vecmap_s,fi,en,0.4842,0.4491,0.2016,79.5192,19.1218,281.7141,1442.8,0.2672790532832302,0.4486141870761106,0.03750156735685789,en-fi,domain,102487802,2319483831,102487802,786031,11425826,12.0,11.9999,0.00812666073783419
65,fi,es,0.5735735735735735,0.7557557557557557,0.8098098098098098,0.6585856943197118,0.6149046785259749,vecmap_s,fi,es,0.5789,0.525,0.1981,837.2401,25.7186,286.1173,1450.2,0.191417840570493,0.4005411505704457,0.0553998824879544,es-fi,domain,102487802,692375637,102487802,786031,1429514,15.0,11.6667,0.02062939183156476
66,fi,hu,0.5262096774193549,0.7298387096774194,0.7651209677419355,0.6120816903090015,0.5522644138364763,vecmap_s,fi,hu,0.5553,0.5372,0.18100000000000002,2371.9919,28.8407,14.353,1643.2,0.204586663511376,0.4100970185335752,0.049839193885190855,fi-hu,domain,102487802,153998201,102487802,786031,877552,2.0,5.6667,0.00840025238730957
67,fi,no,0.5230460921843687,0.7264529058116233,0.7765531062124249,0.6165428431787591,0.5771743475071155,vecmap_s,fi,no,0.5148,0.4914,0.1565,1887.1079,26.8041,145.9426,1698.6,0.1850737938837978,0.392392235363531,0.06505292759412543,fi-no,domain,102487802,125111145,102487802,786031,558347,8.0,8.3333,0.0019125404563407056
68,fi,ro,0.4496981891348089,0.6529175050301811,0.7082494969818913,0.5405198942850419,0.4975498732150461,vecmap_s,fi,ro,0.4461,0.4265,0.111,2074.9508,25.6824,268.9414,1737.8,0.1938007550069315,0.4015326075219368,0.06306118058720968,fi-ro,domain,102487802,88772650,88772650,786031,383394,11.0,11.166599999999999,0.008616631697880739
69,fi,tr,0.41935483870967744,0.6270161290322581,0.6955645161290323,0.5128973595712915,0.4653634128936282,vecmap_s,fi,tr,0.5596,0.5444,0.192,2492.1235,28.5251,90.9705,1703.0,0.23249690491096225,0.4333272833075275,0.055765490099212785,fi-tr,domain,102487802,78212294,78212294,786031,464872,9.0,14.166599999999999,0.016043523506876323
70,hu,cs,0.5457286432160804,0.7487437185929648,0.8110552763819096,0.635274983624636,0.5785749541599083,vecmap_s,hu,cs,0.5729,0.5486,0.1498,1739.0099,26.7882,5.9437,1547.6,0.17268502258157048,0.3828087843203821,0.07398977994967475,cs-hu,domain,153998201,132763620,132763620,877552,675979,7.0,13.166699999999999,0.00046620731997615295
71,hu,da,0.4909819639278557,0.7104208416833667,0.7705410821643287,0.5914655588723549,0.5513158419090735,vecmap_s,hu,da,0.5551,0.5398,0.1535,2017.9917,26.7607,63.8866,1724.4,0.1859456063180293,0.3950524123803964,0.05610299029858392,da-hu,domain,153998201,66676633,66676633,877552,350829,7.0,10.0,0.002711011169801547
72,hu,de,0.5296482412060302,0.749748743718593,0.8050251256281407,0.6253796482408351,0.5845022438152526,vecmap_s,hu,de,0.5783,0.5496,0.2001,730.4467,24.748,68.4835,1470.0,0.19504830695050554,0.4034745340371596,0.050151081904590035,de-hu,domain,153998201,913428282,153998201,877552,2581534,7.0,9.3332,0.0006828936946335906
73,hu,el,0.44779116465863456,0.6726907630522089,0.7259036144578314,0.5497370124273414,0.5071960022730231,vecmap_s,hu,el,0.4363,0.4261,0.1105,2083.7622,26.5286,17.4047,1693.8,0.20603136235043032,0.4136264541151267,0.0439665957293021,el-hu,domain,153998201,70194124,70194124,877552,338996,6.0,9.8335,0.0009037436319473402
74,hu,en,0.5040080160320641,0.6913827655310621,0.749498997995992,0.5906951391453087,0.5551286519212029,vecmap_s,hu,en,0.5616,0.5165,0.2862,36.5799,16.724,43.7318,1347.4,0.1991853343051555,0.4077215127191693,0.0503810040670299,en-hu,domain,153998201,2319483831,153998201,877552,11425826,10.0,12.6666,0.005443435436380595
75,hu,es,0.562,0.762,0.805,0.6518834623406524,0.6113070893603999,vecmap_s,hu,es,0.5943,0.5484,0.2117,632.1962,24.8585,120.3671,1490.6,0.1772553692469336,0.3887627279344297,0.07179298777764917,es-hu,domain,153998201,692375637,153998201,877552,1429514,13.0,12.333400000000001,0.0068003749547639325
76,hu,fi,0.4859719438877755,0.6943887775551102,0.751503006012024,0.5817876174823401,0.5189467763071521,vecmap_s,hu,fi,0.5391,0.5197,0.1999,2371.99,28.8407,14.353,1631.0,0.209863461853334,0.413023262203648,0.049839193885190855,fi-hu,domain,153998201,102487802,102487802,877552,786031,2.0,5.6667,0.00840025238730957
77,hu,no,0.4819277108433735,0.7238955823293173,0.7761044176706827,0.5922788377871847,0.5495655460366862,vecmap_s,hu,no,0.5525,0.5368,0.1549,1816.495,26.4458,74.0011,1712.0,0.20195701217749945,0.40888460033578616,0.0673669880261985,hu-no,domain,153998201,125111145,125111145,877552,558347,6.0,11.0,0.005232017331025518
78,hu,ro,0.4352226720647773,0.6912955465587044,0.7510121457489879,0.548895582386973,0.5056768962324525,vecmap_s,hu,ro,0.539,0.5073,0.1807,1148.5547,26.9815,133.1827,1603.4,0.19870344584491773,0.4064556615287999,0.0833293938062732,hu-ro,domain,153998201,88772650,88772650,877552,383394,9.0,13.1667,0.00026291443632942
